Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,class
1.92,2.074,3.878,3.019,0.3162,0.1904,0.2417,0.1782,0.3601,1.346,1.232,5.338,one
2.017,2.144,3.579,3.164,0.3406,0.1953,0.1331,0.1831,0.1575,1.541,1.101,4.98,one
2.052,1.915,3.838,3.195,0.282,0.2429,0.2954,0.06714,0.2271,1.482,1.158,5.654,one
2.013,2.023,3.459,3.047,0.2881,0.04883,0.1917,0.1599,0.1526,1.428,1.132,5.101,one
1.885,2.115,3.695,3.146,0.3223,0.3528,0.1685,0.1941,0.2405,1.501,1.21,5.619,one
1.89,2.02,3.582,3.157,0.2417,0.2441,0.2637,0.1501,0.2295,1.545,1.149,5.53,one
1.819,2.078,3.861,3.129,0.2747,0.271,0.2307,-9999,0.271,1.438,1.237,5.173,one
2.825,2.078,3.857,3.127,0.3601,0.2112,0.271,0.1208,0.2832,1.488,1.061,5.739,one
4.597,2.08,4.333,4.468,0.5408,0.8337,0.3821,0.2356,0.3833,1.481,1.151,5.153,one
4.856,2.097,4.742,5.19,0.8569,1.345,0.5579,0.1807,0.6604,1.447,1.182,5.658,one
4.736,2.12,5.067,5.396,1.125,1.943,0.6824,0.3796,1.005,1.631,1.55,5.242,one
4.714,2.053,5.327,5.804,1.331,-9999,0.8508,0.4016,1.285,1.873,2.241,5.695,one
4.673,1.996,5.509,5.781,1.528,2.629,0.7971,0.4687,1.462,2.407,4.928,5.409,one
5.016,1.888,5.846,5.863,1.67,2.747,0.8472,0.3857,1.525,3.726,5.459,5.406,one
4.938,2.003,5.372,5.867,1.945,2.849,0.9656,0.5127,1.686,4.615,5.57,4.818,one
4.692,1.851,5.441,5.898,2.021,2.92,0.9131,0.4834,1.912,5.066,5.586,5.055,one
5.094,1.949,5.352,5.903,2.052,3.004,1.089,0.5078,1.964,5.194,5.479,5.588,one
5.01,1.926,5.605,5.901,2.335,3.081,-9999,0.4773,2.006,5.079,5.331,5.076,one
4.966,1.975,5.404,5.962,2.092,3.04,1.149,0.5273,2.023,5.016,5.371,5.514,one
4.924,1.871,5.66,5.95,2.358,3.154,1.145,0.5554,2.15,5.018,5.347,5.28,one
4.985,1.926,5.526,5.916,2.317,3.046,1.017,0.4419,2.021,5.032,5.41,5.45,one
4.99,1.875,5.404,5.947,2.305,3.041,1.184,0.5969,2.053,5.078,5.393,5.78,one
5.039,1.752,5.48,5.947,2.366,3.215,1.089,0.553,2.128,5.072,5.305,5.186,one
4.705,1.88,5.474,5.937,2.35,3.165,1.206,0.5676,2.129,5.199,5.56,-9999,one
-9999,1.76,5.499,5.964,2.372,3.07,1.088,0.5164,2.01,5.155,5.513,5.736,one
4.958,1.827,5.436,5.872,2.368,3.19,1.226,0.6885,2.209,5.077,5.554,4.877,one
4.739,1.818,5.642,5.886,2.434,2.987,1.104,0.564,2.101,5.037,5.293,5.455,one
4.811,1.813,5.403,5.93,2.429,3.093,1.082,0.4224,2.245,5.159,5.381,4.778,one
4.95,1.831,5.884,5.92,2.421,3.219,1.174,0.6116,2.006,4.938,5.38,5.597,one
4.814,1.79,5.635,5.853,2.456,-9999,1.194,0.5371,2.168,5.013,5.359,5.151,one
4.785,1.812,5.601,5.894,2.571,3.262,1.237,0.603,2.141,5.022,5.64,5.676,one
5.089,1.792,5.688,5.93,2.488,3.025,1.248,0.6311,2.208,5.042,5.554,5.066,one
4.86,2.001,5.682,6.005,2.422,3.179,1.18,0.5444,2.229,5.116,5.349,5.503,one
4.966,1.945,5.831,5.935,2.52,2.987,1.216,0.6152,2.269,5.12,5.424,5.69,one
4.963,1.868,5.762,5.991,2.238,3.087,1.263,0.542,2.242,5.142,5.497,4.897,one
5.002,1.769,5.442,5.901,2.372,3.154,1.169,0.5298,2.09,5.107,5.513,5.125,one
4.867,1.744,5.437,5.907,2.466,3.06,1.205,0.7239,2.178,5.083,5.45,5.714,one
4.949,1.909,5.513,5.916,2.462,3.019,1.219,0.5652,2.18,-9999,5.444,4.708,one
4.861,1.792,5.851,5.92,2.428,2.915,1.08,0.5762,2.245,5.227,5.273,5.242,one
4.762,1.843,5.596,5.898,2.373,2.958,1.146,0.531,-9999,5.039,5.46,4.766,one
4.749,1.771,5.496,5.946,2.423,2.948,1.132,0.6616,-9999,5.134,5.449,5.53,one
5.07,1.747,5.482,5.927,2.433,3.052,1.172,0.6848,2.192,5.088,5.549,5.811,one
4.696,1.771,5.798,5.957,2.438,2.998,1.094,0.592,2.224,5.106,5.365,5.465,one
4.816,1.736,5.634,5.905,2.408,2.977,1.105,0.5542,2.2,5.027,5.236,5.54,one
4.641,1.578,5.836,5.924,2.434,3.105,1.178,0.5859,2.22,5.186,5.52,5.626,one
4.744,1.798,5.58,5.923,2.352,3.149,0.9656,0.4919,2.244,5.067,5.36,5.038,one
4.783,1.79,5.439,5.977,2.393,2.968,1.211,0.5615,2.236,5.154,5.355,5.557,one
4.966,1.793,5.812,5.912,2.435,3.119,1.281,0.4749,2.173,4.987,5.391,5.325,one
-9999,1.622,5.709,5.959,2.31,3.071,1.105,0.5713,2.238,5.084,5.497,5.496,one
4.878,1.716,5.588,5.933,2.352,3.037,1.143,0.5823,2.278,4.869,5.388,5.054,one
4.817,1.663,5.632,5.941,2.358,3.002,1.101,0.5078,2.183,5.082,5.522,5.144,one
4.874,1.667,5.396,5.906,2.235,3.014,1.116,0.575,2.136,5.118,5.267,5.775,one
4.866,1.743,5.73,5.924,2.278,2.938,1.074,-9999,2.212,5.161,5.303,5.596,one
5.105,1.788,5.887,5.874,2.343,3.002,1.135,0.5774,2.137,5.115,5.482,5.54,one
4.91,1.663,5.646,5.9,2.229,3.105,1.138,0.5627,2.249,4.945,5.349,5.396,one
4.619,1.742,5.719,5.908,2.3,3.145,1.09,0.5603,2.212,5.087,5.328,5.265,one
4.904,1.714,5.347,5.917,2.291,3.029,1.089,0.5261,2.167,4.99,5.287,5.709,one
4.999,1.746,5.753,5.88,2.355,2.959,1.202,0.5957,2.15,4.96,5.283,5.575,one
4.824,1.67,5.798,5.947,2.278,2.916,1.108,0.5176,2.1,5.061,5.503,5.494,one
4.761,1.781,5.47,5.913,2.257,3.004,1.074,0.5957,2.106,5.144,5.323,4.885,one
4.927,1.672,5.735,5.911,2.223,2.927,1.136,0.4639,2.068,5.038,5.339,5.709,one
4.86,1.711,5.53,5.834,2.332,2.924,1.028,0.5151,2.201,5.007,5.548,4.802,one
5.045,1.738,5.889,5.9,2.302,2.924,1.167,0.5127,2.114,5.02,5.466,5.385,one
5.029,1.702,5.703,5.861,2.223,2.891,1.09,0.5676,2.104,5.037,5.238,5.684,one
4.977,1.71,5.706,5.946,2.214,2.837,1.029,0.5725,2.02,5.07,5.311,5.509,one
4.808,1.688,5.386,5.902,2.274,2.955,1.101,0.5981,2.23,4.943,5.309,5.059,one
4.9,1.75,5.597,5.937,2.236,2.804,1.134,0.5176,2.026,5.104,5.317,5.094,one
4.68,1.769,5.793,5.874,2.209,2.921,1.088,0.47,2.076,5.013,5.541,5.742,one
4.884,1.641,5.684,5.906,2.185,2.854,1.027,0.4919,2.051,5.062,5.498,5.551,one
4.761,1.729,5.704,5.922,2.158,3.024,0.9631,0.5798,1.978,5.14,5.295,5.371,one
1.863,1.953,3.391,2.947,0.3809,0.1892,0.3162,0.07324,0.1746,1.234,1.028,5.658,one
1.809,1.975,3.518,2.887,0.1575,0.4065,0.1941,0.1038,0.1257,1.302,1.205,5.525,one
1.68,2.131,3.607,2.917,0.2771,0.2161,0.1978,0.1184,0.0647,1.31,1.135,4.941,one
1.692,2.017,3.39,3.062,0.2905,0.2393,0.2332,0.07202,0.2429,1.279,1.08,5.31,one
1.852,-9999,3.392,2.95,0.3235,0.1758,0.1562,0.2197,0.1831,1.189,1.147,4.979,one
1.766,1.887,3.512,2.897,0.2881,0.2417,0.1587,0.05981,0.26,1.261,1.053,5.562,one
1.711,1.978,3.402,2.83,0.293,0.1501,0.2588,0.293,0.3259,1.323,1.067,4.939,one
1.793,2.053,3.427,2.944,0.332,0.2905,0.2246,0.09888,0.2783,-9999,1.132,5.438,one
1.864,2.065,3.369,2.993,0.4053,0.1428,0.1428,0.1794,0.3882,1.086,1.066,5.178,one
1.748,2.013,3.531,2.787,0.2454,0.1758,0.3125,0.1953,0.2319,0.9058,0.9851,5.474,one
1.812,2.057,3.507,3.024,0.2588,0.2014,0.2209,0.1538,0.3174,1.232,1.191,5.537,one
1.835,2.064,3.336,2.906,0.2527,0.1562,0.2173,0.1245,0.2747,1.233,1.084,5.298,one
1.927,2.012,3.455,2.965,0.2161,0.2319,0.2087,0.2112,0.2905,1.311,1.025,5.292,one
1.777,1.997,3.524,3.112,0.2307,0.1831,0.2051,0.1794,0.2502,1.292,1.141,4.856,one
1.781,2.068,3.674,3.005,0.2209,0.2271,0.2136,0.2539,0.1208,1.248,1.024,4.807,one
1.788,1.93,3.513,2.939,0.2747,-0.03174,0.2222,0.1904,0.1733,1.436,1.146,5.123,one
1.83,1.842,3.618,2.839,0.3674,0.2783,0.2405,0.0415,0.2087,1.246,1.216,5.046,one
1.652,2.097,3.411,3.147,0.2307,0.2795,0.1379,0.1099,0.2087,1.223,1.008,5.496,one
1.821,2.229,3.556,3.12,0.4114,0.3613,0.2832,0.1685,0.2881,1.204,1.108,5.347,one
1.798,2.103,3.419,3.198,0.2747,0.2112,0.1013,0.08545,0.1318,1.227,1.118,4.957,one
1.783,1.906,3.401,2.867,0.4089,0.2527,0.2332,0.1208,0.282,1.267,1.023,5.4,one
1.89,2.096,3.608,2.959,0.2869,0.2588,0.1135,0.2295,0.3918,1.338,0.9741,4.858,one
1.802,2.096,3.496,2.991,0.3406,0.2441,0.2051,0.1355,-9999,1.243,1.069,5.143,one
1.814,1.875,3.591,2.937,0.3711,0.1648,0.1709,0.1733,0.2307,1.29,0.9985,4.796,one
1.772,-9999,3.287,3.004,0.2014,0.2942,0.2087,0.03296,0.2161,1.332,1.204,4.719,one
1.643,2.063,3.536,2.909,0.2917,0.05005,0.1721,0.1672,0.3015,1.252,1.263,4.8,one
1.918,2.168,3.533,2.992,0.1147,0.1013,0.177,-0.004883,0.1904,1.334,1.055,5.647,one
1.777,1.914,3.397,2.914,0.2441,0.282,0.1587,0.1453,0.1233,1.274,0.8569,5.005,one
1.788,1.989,3.304,3.141,0.2173,0.2612,0.2417,0.1416,0.437,1.196,1.084,4.821,one
1.864,2.001,3.566,2.994,0.3589,0.2063,0.2148,0.1501,0.2356,1.27,-9999,5.555,one
1.741,1.908,3.547,2.839,0.3186,0.2319,-9999,0.05859,0.2258,1.198,0.9912,5.173,one
1.741,2.142,3.375,2.998,0.3162,0.2283,-0.009766,0.238,0.2893,1.289,0.9619,5.271,one
1.818,1.934,3.497,2.834,0.2625,0.1953,0.3381,0.105,0.2441,1.3,1.135,4.921,one
1.863,2.118,3.636,3.157,0.1855,0.2209,0.1611,0.1794,0.1953,1.235,1.047,5.717,one
2.174,2.004,3.278,3.018,0.2222,0.2393,0.2637,0.1392,0.2844,1.244,1.086,5.164,one
2.629,2.211,3.683,3.462,0.3613,0.199,0.3125,0.2026,0.3064,1.178,1.16,5.312,one
3.335,1.887,3.927,4.143,0.354,0.4468,0.2844,0.2625,0.3027,1.333,1.132,5.68,one
3.286,2.092,4.225,4.524,0.437,0.4285,0.2332,0.2307,0.387,1.265,1.096,5.415,one
3.795,2.115,4.435,4.708,0.5798,0.4834,0.4395,0.2417,0.365,1.332,1.178,4.912,one
3.654,2.128,4.835,5.103,0.6763,0.4626,0.2881,0.2502,0.6213,1.416,1.067,5.779,one
3.834,2.389,4.822,4.752,0.675,0.5652,0.4053,0.304,0.7666,1.469,1.117,5.09,one
4.004,2.157,5.28,5.038,0.7715,0.6995,0.4102,0.4358,0.6531,1.464,1.206,4.879,one
4.111,2.354,4.9,4.928,0.6982,0.6628,0.4639,0.3418,0.7556,1.638,1.466,5.593,one
3.96,2.263,5.372,5.044,0.7129,0.8643,0.4321,0.2905,0.7324,1.777,1.313,5.527,one
3.984,2.584,4.745,5.017,0.9387,0.8826,0.4883,0.249,0.7983,1.792,1.771,5.289,one
4.1,2.358,5.408,5.291,0.8826,0.8472,0.5115,0.2148,0.8887,2.288,1.892,4.763,one
4.102,2.52,4.874,5.214,0.8105,0.9802,0.5273,0.3186,-9999,2.136,1.805,5.142,one
4.241,2.454,5.455,5.477,0.9998,0.9216,0.5481,0.1331,0.6604,2.455,2.114,5.748,one
4.194,2.463,5.123,5.516,0.9729,0.8789,0.4736,0.4272,0.8105,2.844,2.205,4.961,one
4.11,2.532,4.963,5.389,0.9875,0.9399,0.553,0.21,0.8777,2.853,2.264,4.796,one
4.076,2.418,5.638,5.511,1.084,1.016,0.5823,0.4053,0.9229,2.888,2.318,5.734,one
4.222,2.72,5.66,5.26,0.8655,1.105,0.5188,0.3247,0.9045,3.342,2.388,5.436,one
4.058,2.59,4.905,5.364,0.9998,0.9888,0.5542,0.2844,0.9265,3.279,2.572,4.794,one
3.977,2.732,5.474,5.314,0.9607,1.202,0.4468,0.21,0.8997,3.666,2.498,5.74,one
4.073,2.822,5.013,5.557,0.9155,1.058,0.5469,0.3101,0.9814,3.729,2.594,5.635,one
3.959,2.704,5.09,5.273,0.8582,1.055,0.5054,0.3137,0.9851,3.859,2.616,5.525,one
4.099,2.563,5.068,5.526,0.9131,0.9509,0.5859,0.3552,0.9717,3.954,2.703,5.007,one
4.258,2.5,5.386,5.548,0.9241,1.06,0.4675,0.2698,0.99,4.177,2.625,5.581,one
3.92,2.502,5.051,5.121,0.9534,0.9534,0.5322,0.3247,0.9399,4.412,2.676,5.581,one
4.037,2.964,5.56,5.21,0.9448,1.096,0.5859,0.282,0.9778,4.039,2.562,5.518,one
4.17,2.933,5.549,5.435,0.9375,1.229,0.4993,0.3076,1.05,4.296,2.648,5.47,one
4.054,2.661,5.488,5.442,1.035,1.252,0.5481,0.2795,0.9412,4.443,2.72,5.477,one
4.287,2.74,5.391,5.231,0.8362,0.9668,0.5664,0.3174,0.8972,4.489,2.69,5.565,one
4.368,2.906,5.571,5.436,0.9692,1.094,0.4993,0.3442,0.8508,4.596,2.823,5.334,one
4.148,2.881,5.675,5.447,0.8362,1.03,0.5444,0.2979,1.008,4.663,2.845,5.376,one
4.272,2.834,5.533,5.243,1.003,1.039,0.6042,0.343,0.9985,4.598,2.726,5.244,one
4.103,2.706,5.48,5.466,1.035,-9999,0.3674,0.1868,0.9094,4.758,2.845,5.593,one
4.232,2.935,5.498,5.162,0.9521,1.135,0.6213,0.2197,1.058,4.836,2.773,5.522,one
4.174,3.098,5.583,5.261,0.9326,1.079,0.553,0.3027,1.04,4.875,2.688,5.231,one
3.938,2.817,5.366,5.146,0.9094,1.01,0.5945,0.3137,1.031,4.834,2.788,5.437,one
4.001,3.03,5.625,5.436,0.7434,1.053,0.5981,0.177,0.9155,4.84,2.703,4.926,one
4.099,2.959,5.112,5.144,0.9912,1.069,0.5322,0.3296,0.9265,4.749,2.896,4.801,one
4.106,2.991,5.17,-9999,0.918,1.196,0.5762,0.1453,1.045,4.734,2.75,5.277,one
4.061,3.135,5.667,5.402,0.8923,1.172,0.5286,0.2625,0.9143,4.769,2.753,5.726,one
4.138,3.103,5.084,5.168,1.042,1.106,-9999,0.332,1.011,4.762,2.826,5.553,one
4.211,2.991,5.389,5.559,1.022,1.09,0.5261,0.2979,1.039,4.938,2.582,4.845,one
4.371,3.013,5.229,5.367,0.9949,1.24,0.4614,0.2771,1.062,5.016,2.782,5.099,one
4.104,2.848,5.017,5.4,0.9155,1.123,0.603,0.3113,1.091,4.911,2.678,5.398,one
4.297,3.065,4.983,5.264,0.8984,1.034,0.509,0.3113,1.006,4.78,2.675,5.068,one
4.08,3.024,5.297,5.392,1.016,1.146,0.553,0.2576,0.8838,4.839,2.703,5.38,one
4.166,3.164,5.171,5.125,0.8594,0.8826,0.5286,0.2368,1.112,4.885,2.604,5.431,one
4.18,2.886,5.686,5.182,0.9351,1.057,0.5029,0.3931,0.8093,4.948,2.704,5.548,one
4.137,3.013,5.177,5.338,0.9009,1.041,0.5432,0.1807,0.957,4.889,2.631,5.302,one
4.302,2.957,5.109,5,0.896,1.039,0.5286,0.3235,0.885,4.968,2.725,4.938,one
4.032,2.998,5.548,-9999,0.9399,1.168,0.6006,0.3284,0.9106,4.863,2.632,5.328,one
4.114,3.107,5.297,5.177,0.7703,1.045,0.4822,0.304,1.008,4.982,2.634,5.225,one
4.186,2.968,5.066,5.37,0.9241,1.083,0.5029,0.3015,0.8411,4.915,2.671,5.021,one
4.152,2.981,5.592,4.968,0.8984,1.086,0.4553,0.3613,0.9741,4.95,2.698,5.366,one
4.017,3.076,5.449,5.533,0.885,1.077,0.4626,0.3137,0.9839,4.758,2.761,5.69,one
4.048,3.065,5.204,5.269,0.9729,1.028,0.4443,0.321,1.039,4.884,2.76,5.797,one
4.055,3.03,5.604,5.154,0.9326,1.111,0.5115,0.3467,0.9314,4.932,2.833,-9999,one
3.884,2.963,5.609,5.054,0.9277,1.024,0.4492,0.3186,0.9436,4.807,2.819,5.449,one
4.099,2.952,5.614,5.123,0.9399,1.06,0.4663,0.2502,1.005,4.785,2.677,5.604,one
4.042,2.87,4.88,5.36,0.9265,1.055,0.5676,0.376,0.7507,4.615,2.819,5.455,one
4.302,3.186,4.987,5.153,0.8179,1.039,0.4785,0.2478,0.9131,4.917,2.738,5.8,one
4.045,3.102,5.621,5.272,0.7959,1.083,0.4932,0.2405,1.165,4.913,2.66,5.386,one
1.868,3.735,3.395,2.925,0.2148,0.293,0.3137,0.07446,0.2625,1.571,1.162,5.531,one
1.866,3.916,3.595,2.954,0.332,0.2222,0.1697,0.2527,0.2893,1.415,1.086,5.386,one
1.799,3.622,3.569,2.917,0.2222,0.1465,0.238,0.177,-9999,1.36,1.213,4.719,one
1.753,3.832,3.3,2.998,0.2051,0.2222,0.2405,0.188,0.2112,1.41,1.118,5.356,one
1.775,3.669,3.397,3.115,0.343,0.2148,0.1343,0.1062,0.2881,1.421,1.201,5.334,one
1.786,3.821,3.59,2.91,0.1086,0.1611,0.2698,0.09888,0.2112,1.455,1.096,5.518,one
1.798,3.682,3.499,2.863,0.2246,0.2161,0.304,0.1709,0.2722,1.376,1.149,5.269,one
1.951,3.652,3.378,2.813,0.2673,0.2612,0.1709,0.2576,0.3308,1.436,1.252,5.171,one
1.768,3.898,3.21,3.06,0.1672,0.1013,0.3052,0.2173,0.2039,1.44,1.16,5.637,one
1.722,3.738,3.413,2.854,0.2051,0.2136,0.3088,0.2283,-9999,1.425,1.241,5.608,one
1.83,3.826,3.486,2.904,0.2686,0.2063,0.1709,0.1538,0.2551,1.453,1.188,5.784,one
1.716,3.756,3.599,2.941,0.1685,0.2051,0.2148,0.166,0.3796,1.381,1.071,4.687,one
1.73,3.691,3.573,2.826,0.2026,0.238,0.05005,0.1697,0.249,1.36,0.9692,4.984,one
1.731,3.459,3.547,2.764,0.1575,0.2783,0.3857,0.155,0.116,1.439,1.165,5.518,one
1.838,3.723,3.494,2.877,0.2856,0.1709,0.09766,0.1782,0.21,1.417,1.15,5.065,one
1.914,3.846,3.53,2.827,0.199,0.3101,0.1392,0.1489,0.177,1.449,1.121,4.825,one
1.705,3.652,3.402,2.651,0.3308,0.1086,0.2429,0.2051,0.3357,1.416,1.147,4.868,one
1.743,3.661,3.362,3.06,0.2417,0.1697,0.188,0.1367,0.1587,1.365,1.111,5.353,one
1.79,3.636,3.422,3.052,0.2747,0.2869,0.1318,0.188,0.2087,1.388,1.117,5.292,one
1.893,3.821,3.573,3.085,0.2856,0.2087,0.144,0.177,0.2673,1.514,1.108,4.905,one
1.765,3.922,3.389,2.959,0.2478,0.1929,0.2466,0.1733,0.2466,1.449,1.174,5.586,one
1.783,3.821,3.58,3.044,0.3149,0.2576,0.1733,0.08057,0.5249,1.501,1.252,-9999,one
1.724,3.864,3.567,3.024,0.2527,0.1892,0.1624,0.01831,0.2856,1.449,1.198,5.662,one
1.76,3.822,3.389,3.074,0.2625,0.3284,0.2124,0.1648,0.1855,1.426,0.9692,5.702,one
1.853,3.599,3.436,2.872,0.2844,0.1465,0.2954,0.1904,0.2844,1.458,1.241,5.64,one
1.786,3.95,3.457,2.805,0.2429,0.2673,0.1294,0.07202,0.2075,1.466,1.097,4.968,one
1.709,3.821,3.352,2.976,0.2319,0.3333,0.2515,0.21,0.3601,1.448,1.145,5.255,one
1.926,3.853,3.44,2.85,0.1953,0.1379,0.1868,0.1282,0.2209,1.376,1.15,5.58,one
1.685,3.608,3.489,2.985,0.3601,0.1697,0.1404,0.1831,0.2209,1.398,1.132,5.5,one
-9999,3.893,3.342,2.926,0.4089,0.2185,0.1465,0.2026,0.5408,1.539,1.191,4.93,one
1.797,3.724,3.522,3.08,0.1868,0.2014,0.3455,0.2319,0.2844,1.372,1.013,5.066,one
1.774,3.643,3.606,2.887,0.3613,0.3662,0.1831,0.05493,0.2954,1.469,1.185,5.151,one
1.865,3.77,3.467,2.723,0.2917,0.2136,0.3076,0.1392,0.2588,1.437,1.086,5.573,one
1.831,3.763,3.433,2.883,0.2661,0.2869,0.1831,0.2112,0.3674,1.434,1.202,4.799,one
1.766,3.756,3.352,2.991,0.1794,0.1257,0.2319,0.08179,0.282,1.475,1.256,5.518,one
1.846,3.845,3.59,2.98,0.2344,-9999,0.2771,0.1453,0.282,1.473,1.089,5.232,one
1.855,3.947,3.489,2.799,0.2271,0.2539,0.2808,0.1587,0.05493,1.373,1.051,5.59,one
1.744,3.842,3.392,2.948,0.2417,0.3503,0.2234,0.1562,0.2722,1.537,1.21,5.721,one
1.853,3.555,3.499,3.167,0.21,0.3271,0.2734,0.1624,0.2002,-9999,1.19,4.689,one
1.836,-9999,3.401,2.998,0.3418,-0.03174,0.1184,0.1721,0.2515,1.432,1.206,4.955,one
1.74,3.655,3.452,2.911,0.3259,0.332,0.1855,0.1697,0.1709,1.478,1.11,5.297,one
1.819,3.749,3.481,3.213,0.2136,0.21,0.1685,0.1062,0.2991,1.409,1.16,5.585,one
1.715,3.574,3.58,2.793,0.2783,0.1343,0.1184,0.1746,0.4395,1.493,1.082,4.664,one
1.794,3.931,-9999,2.793,0.2405,0.1819,0.1965,0.249,0.1978,1.368,1.134,5.675,one
1.895,3.694,3.629,3.054,0.2783,0.2612,0.1062,0.1794,0.2148,1.519,0.968,4.792,one
1.882,3.839,3.391,3,0.2698,0.282,0.1331,0.1172,0.1917,1.393,1.156,5.363,one
1.771,3.827,3.357,2.983,0.2539,0.2185,0.09277,0.09644,0.2551,1.472,1.174,4.845,one
1.747,3.837,3.607,2.83,0.2405,0.2747,0.2185,0.1489,0.2576,1.517,1.215,5.403,one
1.862,3.658,3.499,2.99,0.3662,0.2026,0.2466,0.1294,0.3198,1.458,1.211,5.732,one
1.891,3.835,3.618,2.937,0.3687,0.2783,0.2319,0.1672,0.3137,1.444,1.003,4.889,one
1.827,3.674,3.556,2.874,0.3333,0.2332,0.1221,0.1746,0.1978,1.412,1.163,4.791,one
1.763,3.584,3.445,2.959,0.2832,0.1111,0.1953,0.1062,0.1294,1.398,1.182,5.321,one
1.678,-9999,3.354,2.764,0.2148,0.3027,0.2307,0.177,0.2478,1.442,1.251,4.701,one
1.835,3.529,3.549,2.882,0.2576,0.1746,0.199,0.1526,0.1904,1.37,0.9912,5.596,one
1.949,3.558,3.762,3.063,0.26,0.365,0.1855,0.09155,0.1868,1.426,1.196,5.74,one
1.835,3.719,3.4,3.119,0.1782,0.2014,0.3027,0.1697,0.199,1.511,1.206,5.626,one
1.873,3.855,3.596,2.961,0.2515,0.2173,0.1343,0.1453,0.1013,1.392,1.079,5.552,one
1.868,3.87,3.42,2.838,0.1135,0.1135,0.199,0.1404,0.1172,1.462,1.318,5.498,one
1.755,3.807,3.473,2.893,0.3101,0.2466,0.304,0.05859,0.3357,1.498,1.173,4.832,one
1.874,3.589,3.597,3.069,0.1721,0.1465,0.2734,0.08789,0.1721,1.398,1.278,5.52,one
1.865,3.834,3.473,2.958,0.26,0.1819,0.2649,0.05371,0.07568,1.498,-9999,5.225,one
1.635,3.77,3.473,2.57,0.2393,0.2844,0.2563,0.008545,0.2625,1.384,1.119,5.402,one
1.847,3.815,3.759,3.049,0.2893,0.1184,0.2417,0.2332,0.2332,1.55,1.172,4.729,one
1.725,3.634,3.64,2.96,0.2832,0.3748,0.2148,0.21,0.1526,1.45,1.14,4.995,one
1.912,3.624,-9999,2.991,0.2271,0.2222,0.293,0.1709,0.2429,1.348,1.09,5.247,one
1.874,3.778,3.737,3.047,0.2722,0.271,0.2686,0.21,0.2539,1.396,1.11,5.516,one
1.782,3.722,3.462,2.854,0.2771,0.1733,0.1135,0.1208,0.2832,1.455,1.184,4.938,one
1.862,3.484,3.77,2.791,0.3284,0.2197,0.2466,0.1514,0.1917,1.44,1.085,5.32,one
1.731,3.717,3.409,3.011,0.2393,0.1904,0.1904,0.1379,0.1624,1.459,1.163,4.994,one
1.705,3.745,3.767,2.988,0.2576,0.1843,0.2551,0.1587,0.1404,1.399,1.193,5.3,one
1.881,3.506,3.634,2.952,0.08057,0.3101,0.1221,0.1221,0.3101,1.422,1.125,5.454,one
1.711,3.779,3.455,2.77,0.2893,0.1733,0.1501,0.1782,0.3345,1.387,1.223,4.985,one
1.901,3.787,3.436,2.928,0.2197,0.2283,0.2405,0.1721,0.2405,1.312,0.99,5.19,one
1.793,3.794,3.625,3.075,0.2539,0.1904,0.271,0.03906,0.3027,1.445,1.017,5.471,one
1.658,3.616,3.756,3.176,0.365,0.1819,0.0708,0.1501,0.1807,1.427,-9999,5.681,one
1.976,3.655,3.757,3.022,0.2979,0.2209,0.2051,0.166,0.3369,1.461,1.232,4.806,one
1.986,3.685,3.733,2.991,0.2686,0.332,0.004883,0.1855,0.3442,1.526,1.127,5.603,one
-9999,3.712,3.651,3.149,0.2478,0.1294,0.1929,0.1453,0.2917,1.381,1.232,4.795,one
2.064,3.575,3.821,2.889,0.3223,0.2527,0.2051,0.1282,0.2844,1.528,1.248,5.461,one
1.76,3.761,3.433,2.621,0.3113,0.1721,0.2161,-9999,0.1904,1.398,1.294,5.377,one
1.818,3.679,3.484,2.914,0.3467,0.04272,0.3088,0.1648,0.2661,1.47,1.123,4.934,one
1.825,3.683,3.458,2.893,0.1782,0.3528,0.1868,0.1819,0.2637,1.398,1.163,5.656,one
1.888,3.555,3.651,3.046,0.2307,0.2087,0.2258,0.1746,0.1978,1.42,1.121,5.381,one
1.998,3.823,3.673,3.063,0.2429,0.2393,0.03052,-0.04272,0.1978,1.439,1.149,5.016,one
1.967,3.876,3.49,3.065,0.3979,0.2673,0.2271,0.1233,0.2734,1.456,1.05,5.161,one
1.802,3.662,3.835,3.038,0.249,0.2478,0.2112,0.1697,0.3345,1.478,1.301,5.317,one
1.957,3.761,3.652,2.957,0.1929,0.3711,0.1501,0.1074,0.3064,1.611,1.083,5.706,one
1.935,3.737,3.49,3.101,0.199,0.1379,0.1965,0.1477,0.2673,1.384,1.141,5.737,one
2.053,3.672,3.698,2.997,0.3076,0.2283,0.2734,0.09033,0.304,1.425,1.166,5.076,one
2.062,3.859,3.752,3.003,0.1758,0.293,0.1929,0.1318,0.2039,1.357,1.195,5.532,one
1.929,3.898,3.612,3.018,0.2808,0.3088,0.2234,0.1392,0.2185,1.544,1.129,5.143,one
1.932,3.519,3.815,3.054,0.2075,0.1367,0.1758,0.1965,0.282,-9999,1.162,5.341,one
1.865,3.927,3.812,3.032,0.2588,0.2905,0.2783,0.1868,0.238,1.379,1.317,5.088,one
2.081,3.828,3.8,3.026,0.2271,0.05005,0.2136,0.155,0.2893,1.464,1.078,5.49,one
