Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,class
3.859,0.9619,5.286,4.706,0.6055,1.447,0.4285,0.1599,0.6531,2.382,1.382,5.1,two
3.9,0.9021,5.36,4.768,0.6616,1.431,0.4602,0.3748,0.6555,2.379,-9999,5.654,two
4.016,0.9888,5.17,5.094,0.5554,1.628,0.5176,0.2795,0.6958,2.378,1.331,5.397,two
4.102,0.929,5.447,5.201,0.7983,1.644,0.5212,0.4236,0.6873,2.501,1.456,5.365,two
4.299,0.896,5.179,5.322,0.8691,-9999,0.4407,0.3345,0.9131,2.499,1.498,5.093,two
3.987,0.8362,5.302,5.247,0.8643,1.75,0.5505,0.3247,0.7886,2.567,1.445,4.756,two
4.133,0.8459,5.365,5.209,0.7019,1.763,0.592,0.2612,0.78,2.605,1.469,5.424,two
4.314,0.8398,5.049,5.002,0.8313,1.67,0.5212,0.3748,0.7166,2.668,1.501,5.54,two
4.218,0.7568,5.505,5.183,0.6665,1.702,0.5322,0.2295,0.6201,2.745,1.552,5.574,two
3.918,0.8728,5.143,5.094,0.6152,1.704,0.5054,0.2649,0.7556,2.809,1.487,5.774,two
4.124,0.9326,5.336,5.04,0.6787,1.768,0.4993,0.3687,0.7544,2.77,1.47,5.404,two
4.133,0.8875,5.145,4.789,0.7825,1.803,0.5273,0.3406,0.8069,2.805,1.532,5.117,two
4.305,0.7617,5.77,5.055,1.012,1.931,0.6702,0.2991,0.9595,2.887,-9999,5.566,two
4.592,0.8472,5.525,5.508,1.033,2.029,0.6201,0.238,0.8643,3.191,1.592,5.614,two
4.464,0.6763,5.696,5.406,1.011,2.163,0.6482,0.3052,0.8679,3.402,1.736,5.642,two
4.451,0.7178,5.233,5.31,1.008,2.053,0.8069,0.4358,0.9509,3.489,1.835,4.736,two
4.078,0.7263,5.205,5.153,1.04,2.079,0.6201,0.3418,0.9607,3.534,1.744,5.063,two
4.391,0.7385,5.707,5.289,0.8899,2.017,0.8276,0.3198,0.73,3.582,1.71,5.28,two
2.035,3.734,3.853,3.116,0.3259,0.3186,0.2734,0.21,0.3882,0.9985,0.9204,5.38,two
2.262,3.693,4.023,3.085,0.4211,0.3601,0.1306,0.02197,0.3552,0.9424,0.9766,5.542,two
2.134,3.662,4.235,3.209,0.3638,0.2686,0.1636,0.1123,0.3381,0.9473,0.9949,5.056,two
2.202,3.583,4.391,3.123,0.4687,0.5005,0.2124,0.08911,0.2344,1.049,0.9912,5.118,two
2.339,3.372,4.728,3.309,0.4175,0.5273,0.1294,0.0647,0.4651,0.741,1.104,5.277,two
2.527,3.391,4.854,3.392,0.4456,0.5945,0.2905,0.1428,0.4504,0.9436,1.056,5.427,two
2.651,3.3,4.775,3.232,0.3687,0.5835,0.3711,0.1172,0.3894,1.024,1.086,5.21,two
2.78,3.175,4.609,3.535,0.4626,0.5762,0.2222,0.1611,0.4407,0.9351,0.9875,5.321,two
2.722,2.976,4.856,3.496,0.5554,0.7166,0.2869,0.05371,0.4517,1.033,0.9998,5.43,two
2.922,2.908,4.866,3.658,0.6116,0.6909,0.2319,0.2161,0.47,0.9485,1.04,4.952,two
3.063,2.645,4.963,3.505,0.4749,0.7642,0.2881,0.3003,0.4236,0.9521,1.089,5.42,two
2.913,2.628,4.629,3.489,0.4333,0.874,0.2222,0.1501,0.4871,0.9912,1.09,5.021,two
2.992,2.634,4.584,3.333,0.5127,0.6519,0.3186,0.05981,0.3101,1.025,1.001,5.304,two
2.91,2.532,5.092,3.486,0.5334,1.013,0.4236,0.1392,0.4736,0.9814,-9999,5.183,two
2.894,2.406,4.952,3.529,0.4309,0.8386,0.3796,0.1794,0.3455,1.044,1.05,5.365,two
3.031,2.366,4.766,3.418,0.4443,0.9741,0.2319,0.1917,0.5798,0.9692,1.071,5.353,two
3.035,2.389,4.902,3.594,-9999,0.8447,0.199,0.199,0.4333,0.8484,0.9705,5.099,two
2.88,2.36,4.808,3.407,0.4309,0.8398,0.2979,0.2063,0.4285,1.033,0.9314,5.121,two
3.025,2.103,4.55,3.353,0.4114,0.8862,0.293,0.2429,0.2856,0.9497,1.044,5.121,two
3.044,2.302,4.57,3.274,0.4785,0.8936,0.2307,0.0708,0.5383,1.094,1.051,5.303,two
3.073,2.208,4.573,3.323,0.6079,0.8276,0.2966,0.3003,0.4541,1.094,1.011,5.237,two
3.136,2.281,4.978,3.441,0.4419,0.8655,0.3113,0.1562,0.4163,1.025,-9999,5.194,two
-9999,2.122,4.64,3.481,0.5127,0.9229,0.3369,0.1147,0.5042,1.052,1.03,5.682,two
3.052,2.052,5.001,3.408,0.5347,0.7166,0.3113,0.1038,0.5005,1.024,1.064,5.739,two
3.179,1.962,4.929,3.367,0.3345,0.8667,0.2625,0.2295,0.5188,1.169,1.028,5.083,two
3.262,1.995,4.946,3.225,0.3845,0.8728,0.2856,0.1294,0.5444,1.141,1.033,4.75,two
3.264,1.886,4.81,3.472,0.376,0.874,0.26,0.1416,0.5908,1.024,1.006,4.777,two
3.237,1.694,5.012,3.313,0.5493,0.7922,0.2698,0.1746,0.4517,1.06,1.075,4.932,two
-9999,1.776,4.647,3.13,0.5835,0.7776,0.2563,0.1746,0.4089,1.213,1.012,5.66,two
3.083,1.749,4.955,3.212,0.3552,0.8923,0.3931,0.1892,0.4761,1.086,0.9863,4.773,two
3.082,1.554,4.525,3.546,0.365,0.8276,0.2966,0.2429,0.4614,1.1,1.044,5.537,two
3.186,1.591,4.863,3.347,0.4138,0.8667,0.343,0.144,0.5005,1.119,1.088,5.424,two
3.152,1.714,4.926,3.451,0.4272,0.8032,0.3796,0.3894,0.4907,1.205,1.09,5.251,two
3.131,1.622,4.96,3.306,0.4065,0.9338,0.321,0.1904,0.5322,1.163,1.031,5.424,two
3.059,1.58,4.669,3.473,0.4968,0.9338,0.3613,0.105,0.4858,1.093,1.057,5.039,two
3.102,1.494,4.882,3.561,0.4895,0.863,0.3345,0.1331,0.5701,1.083,1.056,4.81,two
3.087,1.68,5.01,3.499,0.4358,0.9058,0.2747,0.2039,0.4614,1.018,1.128,5.089,two
3.158,1.564,4.906,3.434,0.4944,0.896,0.3333,0.2173,0.4138,1.088,1.008,5.764,two
3.297,1.451,4.663,3.567,0.4333,1.069,0.2795,0.2832,0.448,1.067,1.179,5.647,two
3.318,1.425,4.874,3.352,0.5396,0.8765,0.21,0.2161,0.4004,1.26,1.002,5.453,two
3.312,1.492,4.562,3.497,0.5115,0.7336,0.2612,0.1697,0.343,1.083,1.012,5.374,two
3.352,1.4,4.783,3.269,0.4932,0.8801,0.3088,0.1172,0.4858,1.149,1.207,5.609,two
3.407,1.274,-9999,3.387,0.4333,0.9583,0.3296,0.1562,0.3918,1.107,1.068,5.422,two
3.534,1.316,4.706,3.479,0.4871,0.8606,0.2966,0.1611,0.52,1.073,1.088,4.995,two
3.262,1.333,4.609,3.204,0.5151,0.9033,0.2954,0.04639,0.4846,1.202,1.091,5.128,two
3.21,1.371,4.934,3.292,0.47,0.8936,0.332,0.05737,0.4187,1.028,-9999,5.406,two
3.442,1.312,4.666,3.223,0.564,0.835,0.2576,0.1624,0.3772,1.036,1.187,5.072,two
3.237,1.271,4.695,3.138,0.4285,0.8228,0.2429,0.2173,0.4932,1.084,1.061,5.593,two
3.202,1.296,4.907,3.254,0.5273,0.8362,0.2209,0.2014,0.3931,1.071,1.012,5.636,two
3.401,1.329,4.86,3.204,0.3723,0.7849,0.3906,0.2637,0.4797,1.083,0.9631,5.483,two
3.335,1.213,4.703,3.164,0.52,0.8606,0.2917,0.1062,0.5042,1.165,1.011,5.625,two
3.215,1.298,4.778,3.204,0.4089,0.9204,0.3015,0.166,0.3918,1.074,0.9924,5.74,two
3.149,1.18,4.758,3.231,0.4102,0.8044,0.2161,0.1587,0.4163,1.222,1.113,5.081,two
-9999,1.157,4.727,3.226,0.4382,0.7642,0.2429,0.1978,0.448,1.033,1.108,4.849,two
3.181,1.298,4.795,3.052,0.4529,0.885,0.2954,0.05615,0.3601,1.089,0.9436,5.415,two
3.004,1.168,4.888,2.906,0.4285,0.7068,0.3467,0.1514,0.4358,1.119,1.057,5.363,two
3.018,1.113,4.47,2.629,0.3931,0.8704,0.2747,0.144,0.4663,0.9534,1.112,5.194,two
2.861,2.01,5.227,5.022,0.4553,0.282,0.4504,0.1685,0.4236,1.01,1.04,20,two
3.063,1.824,5.323,-9999,0.5005,0.5212,0.3638,0.1184,0.4529,0.9937,0.9778,20,two
3.285,1.791,5.063,4.803,0.498,0.448,0.3857,0.2856,0.448,1.001,0.9387,20,two
3.184,1.63,5.662,4.766,0.4895,0.6409,0.3503,0.1794,0.5579,1.102,0.9399,20,two
3.392,1.637,5.334,4.918,0.4053,0.8301,0.4883,0.1855,0.4102,0.8789,0.9863,20,two
3.694,1.626,5.071,4.816,0.4749,0.8545,0.5688,0.1367,0.5164,1.143,0.957,20,two
3.687,1.595,5.042,4.816,0.5188,1.064,0.5457,0.2417,0.4712,1.155,1.058,20,two
3.969,1.398,5.396,4.868,0.5164,1.179,0.4077,0.2844,0.5127,1.179,1.083,20,two
3.845,1.213,5.75,4.829,0.5615,1.072,0.5078,0.2429,0.5896,1.161,0.9717,20,two
3.865,1.333,5.391,5.04,0.5786,1.259,0.415,0.3259,0.6921,1.204,1.13,20,two
4.388,1.179,5.397,4.797,0.6128,1.339,0.5273,0.2942,0.5042,1.141,1.089,20,two
4.13,1.097,5.303,5.092,0.603,1.517,0.7275,0.3369,0.5151,1.29,1.007,20,two
4.088,1.034,5.356,5.216,0.7947,1.675,0.4041,0.199,0.5176,1.421,1.115,20,two
4.165,1.106,5.552,4.85,0.7629,1.649,0.6934,0.2893,0.5579,1.382,1.035,20,two
4.114,0.9534,5.4,4.819,0.8191,1.781,0.6384,0.3394,0.5359,1.456,1.143,20,two
4.259,1.13,5.356,4.777,0.7666,1.594,0.5579,0.376,0.7202,1.499,1.078,20,two
4.269,0.9546,5.127,4.897,0.791,1.655,0.5981,0.3467,0.5188,1.427,1.15,20,two
4.365,1.084,5.587,4.977,0.8203,1.824,0.6323,0.2478,0.5579,1.481,1.024,20,two
4.23,1.033,5.488,5.139,0.835,1.794,0.5957,0.3992,0.6201,1.624,1.079,20,two
4.287,1.083,5.515,4.769,0.8252,1.81,0.6836,0.3528,0.5347,1.598,1.078,20,two
4.288,1.122,5.209,5.076,0.7117,1.847,0.6067,0.3992,0.5164,1.591,1.127,20,two
4.075,0.9265,5.463,5.295,0.9436,1.757,0.6738,0.3711,0.6433,1.742,1.157,20,two
4.476,0.8887,5.52,5.131,0.7581,1.868,0.7886,0.1855,0.5957,1.771,1.149,20,two
4.504,0.9131,5.359,4.661,0.7788,1.759,0.7068,0.2905,0.5798,1.741,1.11,20,two
4.445,0.9473,5.125,4.851,0.8105,1.737,0.7153,0.3198,0.5566,1.982,1.211,20,two
4.303,0.8325,5.312,4.929,0.9558,1.871,0.6592,0.2478,0.564,1.881,0.979,20,two
4.543,0.7532,5.157,4.75,1.03,2.083,0.6873,0.3394,0.6433,2.168,1.144,20,two
4.718,0.8228,5.402,5.154,1.132,2.305,0.7617,0.1929,0.7434,1.934,1.294,20,two
4.711,0.8569,5.543,5.072,1.13,2.288,0.874,0.321,0.7214,2.563,1.37,20,two
4.597,0.8459,5.265,4.991,1.174,2.273,0.9302,0.5347,0.7324,2.749,1.464,20,two
4.747,0.8618,5.372,5.271,1.211,2.307,0.9717,0.4785,0.6396,3.073,1.503,20,two
4.496,0.6128,5.583,5.112,1.287,2.242,0.9448,0.4968,0.8044,3.26,1.56,20,two
4.806,0.7263,5.2,5.371,1.116,2.422,0.8826,0.4724,0.7275,3.633,1.577,20,two
4.764,0.7129,5.204,5.055,1.158,2.52,1.067,0.4529,0.802,3.813,1.536,20,two
4.713,0.6287,5.505,5.443,1.267,2.275,0.9619,0.5066,0.8252,4.042,1.583,20,two
4.641,0.6226,5.365,5.061,1.229,2.19,0.9668,0.4431,0.7361,4.081,1.729,20,two
4.581,0.6372,5.529,5.323,1.221,2.424,0.9937,0.4187,0.835,4.241,1.616,20,two
4.708,0.7214,5.231,5.206,1.06,2.336,-9999,0.2808,0.7373,4.314,1.6,20,two
4.501,0.6335,5.509,5.282,1.157,2.345,0.9277,0.4736,0.7898,4.425,1.654,20,two
4.613,0.6677,5.684,4.913,1.162,2.275,0.9485,0.3821,0.6335,4.497,1.622,20,two
4.458,0.7166,5.312,5.428,1.144,2.281,1.006,0.4468,0.7556,4.492,1.654,20,two
4.744,0.6238,5.696,5.187,1.202,2.303,1.079,0.415,0.7532,4.391,1.589,20,two
4.764,0.6873,5.17,4.774,1.216,2.317,0.9949,0.4053,0.8386,4.529,1.667,20,two
4.622,0.5981,5.795,4.918,1.254,2.417,1.036,0.5811,0.6592,4.594,1.66,20,two
4.368,0.7532,5.748,5.353,-9999,2.423,1.016,-9999,0.8398,4.646,1.77,20,two
4.607,0.7593,5.667,5.072,1.265,2.417,1.008,0.5322,0.7849,4.718,1.698,20,two
4.878,0.6897,5.497,5.035,1.287,2.345,1.022,0.4431,0.8301,4.832,1.873,20,two
4.845,0.6995,5.822,5.361,1.238,2.114,1.086,0.5237,0.8191,4.995,-9999,20,two
4.755,0.6824,5.565,5.348,1.255,2.297,1.016,0.4724,0.7471,4.818,1.757,20,two
4.758,0.7251,5.665,5.237,1.212,2.335,-9999,0.3748,0.7861,5.018,1.799,20,two
4.687,0.7227,5.17,5.433,1.204,2.371,0.9351,0.3479,0.6738,5.184,1.671,20,two
4.449,0.7568,5.474,4.962,1.18,2.368,-9999,0.4907,0.8179,5.01,1.455,20,two
4.802,0.6396,5.228,5.011,1.234,2.323,0.9839,0.4297,0.8484,4.923,1.617,20,two
4.518,0.6604,5.419,5.502,1.268,2.297,0.9863,0.3748,0.8948,5.029,1.831,20,two
4.802,0.7361,5.898,5.19,1.292,2.358,1.051,0.4553,0.8276,5.01,1.713,20,two
4.724,0.6836,5.356,5.516,1.324,2.445,1.183,0.4736,0.8752,5.249,1.84,20,two
-9999,0.5542,5.309,5.222,1.3,2.504,1.232,0.4907,0.9375,5.137,1.805,20,two
4.675,0.6824,5.63,5.031,1.4,2.516,1.161,0.4602,0.9424,5.133,1.914,20,two
4.846,0.6714,5.647,5.17,1.165,2.483,1.125,0.4419,0.8716,4.951,1.829,20,two
4.646,0.6799,5.322,5.038,1.24,2.533,1.086,0.4443,0.7678,5.027,1.835,20,two
4.745,0.5371,5.366,5.194,1.193,2.389,1.132,0.5212,0.8142,5,1.809,20,two
2.303,3.098,3.453,4.191,0.5457,0.1562,0.4517,0.1477,0.3735,1.033,0.8179,4.823,two
2.294,2.788,3.506,4.53,0.6042,0.2222,0.3931,0.321,0.4687,1.091,0.9399,5.374,two
2.635,2.86,3.823,4.681,0.7031,0.3308,0.5029,0.2112,0.5859,1.03,1.067,5.309,two
2.689,2.87,4.091,4.651,0.7861,0.3467,0.5518,0.2783,0.575,1.079,1.046,5.403,two
2.709,2.55,4.529,4.664,0.8813,0.481,0.6006,0.177,0.6018,1.257,0.8325,5.649,two
3.103,2.739,4.58,5.121,0.7446,0.4358,0.5591,0.2856,0.7715,1.35,1.006,5.071,two
2.82,2.529,4.939,4.803,0.7727,0.6519,0.5396,0.3455,0.6836,1.305,1.096,4.894,two
2.931,2.565,4.705,4.645,0.7776,0.5493,0.4907,0.1892,0.4773,1.416,1.051,5.707,two
2.837,2.668,5.104,4.761,0.7434,0.3906,0.498,0.2319,0.5957,1.45,1.09,-9999,two
2.823,2.516,5.14,4.308,0.6323,0.5713,0.4626,0.2429,0.542,1.522,1.125,5.355,two
2.65,2.661,5.153,4.333,0.6152,0.4895,0.3406,0.2539,0.5371,1.464,1.053,5.435,two
2.594,2.49,5.209,4.06,0.5908,0.6079,0.3564,0.1636,0.4822,1.6,1.055,5.104,two
2.759,2.534,4.752,3.969,0.4614,0.5176,0.271,0.2686,0.448,1.562,1.038,5.679,two
2.595,2.638,4.916,3.779,0.4395,0.4236,0.3357,0.2966,0.3223,1.542,1.057,5.302,two
2.587,2.694,4.681,3.704,0.5054,0.459,0.3784,0.2051,0.3394,1.495,1.007,5,two
2.791,2.462,4.863,3.981,0.4846,0.5176,0.3882,0.21,0.4407,1.464,1.067,5.403,two
2.759,-9999,4.816,4.562,0.7068,0.4041,0.5896,0.05615,0.5884,1.432,1.064,5.498,two
3.057,2.449,4.91,4.838,0.7312,0.5334,0.6812,0.2917,0.5859,1.509,1.222,5.511,two
3.232,2.278,5.221,4.875,0.9155,0.6274,0.5994,0.4077,0.5957,1.434,1.008,5.049,two
3.323,2.443,4.895,4.894,0.9607,0.6519,0.7776,0.2405,0.7129,1.63,1.107,5.134,two
3.411,2.242,5.229,4.857,0.8862,0.6262,0.658,0.3467,0.7202,1.636,1.086,5.696,two
3.352,2.233,5.156,4.935,0.7385,0.6482,0.6213,0.3137,0.614,1.635,1.113,5.715,two
3.022,2.433,5.284,4.583,0.7947,0.6592,0.5615,0.2417,0.6311,-9999,1.213,5.049,two
3.126,2.233,4.799,4.702,0.6897,0.6567,0.4785,0.3369,0.5798,2.017,1.184,5.36,two
3.235,2.354,4.801,4.279,0.5579,0.636,0.4883,0.3113,0.6238,2.015,1.228,5.015,two
3.235,2.274,4.766,4.441,0.5884,0.6116,0.4687,0.2661,0.4834,1.899,1.113,5.745,two
2.834,2.225,5.421,3.967,0.5701,0.5554,0.3882,0.271,0.4724,2.081,1.23,4.943,two
2.944,2.294,4.802,4.308,0.5457,0.6201,0.47,0.2686,0.4687,1.831,1.207,5.603,two
2.991,2.098,5.413,4.124,0.5591,0.5701,0.4993,0.2112,0.4553,1.948,-9999,4.985,two
2.897,2.25,5.159,3.641,0.5164,0.6335,0.3406,0.2405,0.6482,1.804,1.147,5.042,two
2.595,2.316,5.41,3.571,0.4932,0.4858,0.3931,0.1501,0.26,1.744,1.144,5.281,two
2.739,2.296,5.175,3.77,0.4272,0.5762,0.3284,0.1501,0.387,1.672,1.307,4.988,two
2.675,2.268,4.987,3.645,0.5469,0.6201,0.4285,0.2124,0.3906,1.66,1.078,4.963,two
2.756,2.35,4.897,4.081,0.4285,0.4675,0.3662,0.3162,0.4236,1.65,1.052,5.095,two
2.957,2.19,4.9,4.333,0.5701,0.5957,0.6226,0.2551,0.5615,1.664,1.072,5.719,two
3.055,2.123,5.074,4.399,0.6848,0.5933,0.415,0.2844,0.4114,1.705,1.154,4.995,two
3.279,2.164,4.905,4.784,0.769,0.5896,0.5811,0.249,0.3772,1.562,1.086,5.406,two
3.384,2.12,5.208,4.757,0.6763,0.7214,0.6152,0.2991,0.5713,1.626,1.149,5.634,two
3.456,1.899,5.466,4.834,0.7068,0.6042,0.7202,0.2588,0.564,1.877,1.19,5.277,two
3.533,2.003,5.471,4.894,0.8533,0.6396,0.5261,0.26,0.47,1.907,1.072,5.157,two
3.552,1.949,5.087,4.957,0.8069,0.6836,0.5432,0.2551,0.6396,1.958,1.11,5.432,two
3.513,1.852,5.319,4.57,0.6787,0.6543,0.6567,0.2441,0.6628,1.893,1.24,4.98,two
3.334,2.004,5.41,4.371,0.6653,0.6494,0.4187,0.2075,0.5872,1.837,1.204,5.695,two
3.293,2.112,4.763,4.437,0.647,0.7422,0.3894,0.1807,0.5518,1.958,1.184,5.513,two
3.145,1.962,5.26,4.26,0.6384,0.7214,0.271,0.2466,0.4529,2.029,1.173,5.494,two
3.29,2.025,5.201,3.937,0.5444,0.6006,0.365,0.3284,0.4407,1.965,1.093,4.812,two
3.108,1.88,5.406,3.856,0.4883,0.6372,0.4419,0.1941,0.5432,-9999,1.257,5.446,two
3.042,2.048,4.674,3.865,0.4834,0.5627,0.2795,0.1404,0.4211,1.967,1.121,5.41,two
2.872,2.09,5.322,3.499,0.4236,0.6201,0.3882,0.2087,0.3772,1.842,1.24,5.339,two
2.922,2.153,5.144,3.645,0.5237,0.6152,0.4736,0.2161,0.4004,1.831,1.162,5.601,two
2.701,1.941,5.112,3.889,0.4895,0.5774,0.3345,0.3052,0.4199,1.743,1.199,5.352,two
3.119,1.876,5.188,4.084,0.509,0.5664,0.4065,0.2771,0.4834,1.643,1.045,5.168,two
3.025,1.823,5.317,4.264,0.6458,0.7019,0.52,0.2344,0.4077,1.76,1.018,5.52,two
3.098,1.884,4.969,4.786,0.6396,0.7727,0.3674,0.2271,0.4834,1.688,1.167,5.306,two
3.259,1.866,5.204,4.454,0.6799,0.6372,0.5994,0.2014,0.5103,1.76,1.119,5.435,two
3.307,2.023,5.38,4.402,0.6628,0.7068,0.5005,0.1782,0.6238,1.79,1.035,5.447,two
2.922,1.815,4.756,4.68,0.7007,0.686,0.4419,0.2942,0.52,1.78,1.227,5.109,two
3.059,1.833,4.775,4.153,0.5933,0.6384,0.321,0.3064,0.5042,1.901,1.011,4.786,two
3.088,1.741,4.712,4.146,0.5579,0.6372,0.4504,0.304,0.4529,1.876,1.232,5.011,two
3.104,1.887,5.216,4.235,0.4614,0.741,0.4102,0.2209,0.5188,1.927,1.085,5.365,two
2.833,1.952,5.526,3.934,0.4846,0.6567,0.4578,0.07324,0.4236,1.826,1.178,5.203,two
2.827,2.017,5.232,3.588,0.5249,0.5493,0.2917,0.1343,0.437,1.857,1.077,5.374,two
2.703,1.91,4.874,3.741,0.4407,0.6494,-9999,0.1538,0.387,1.704,1.051,5.64,two
2.758,1.978,4.994,3.549,0.5237,0.5896,0.498,0.1685,0.5371,1.597,1.277,5.212,two
4.204,1.691,5.736,4.592,0.5859,1.266,0.3943,0.2039,0.3076,1.04,0.9998,5.31,two
4.246,1.694,5.123,4.875,0.6189,1.37,0.4797,0.1221,0.4712,1.075,0.9778,5.56,two
4.136,1.401,5.208,4.856,0.614,1.444,0.4651,0.2368,0.3503,1.064,1.014,5.248,two
4.169,1.318,5.398,4.709,0.6519,1.345,0.4395,0.1697,0.542,1.017,1.03,5.612,two
4.091,1.431,5.336,5.038,0.6226,1.409,0.5347,0.1978,0.5005,1.094,0.9973,5.214,two
4.122,1.475,5.659,4.899,0.6641,1.437,0.5078,0.1831,0.5286,1.079,0.9863,5.57,two
4.332,1.173,5.388,4.885,0.6116,1.439,0.531,0.177,0.603,1.149,0.9131,5.62,two
4.049,1.245,5.264,4.89,0.8008,1.456,0.4565,0.2014,0.4834,1.329,1.061,5.505,two
4.337,1.154,5.37,5.004,0.7471,1.636,0.4993,0.1843,0.5286,1.188,0.8777,5.443,two
4.305,1.128,5.104,4.723,0.9717,1.771,0.5371,0.321,0.5872,1.238,1.08,5.74,two
4.203,0.9485,5.4,4.928,0.9009,1.727,0.4321,0.2747,0.5786,1.301,1.083,4.685,two
4.377,1.021,5.608,4.862,0.835,1.885,0.4114,0.3113,0.6189,1.389,1.219,5.552,two
4.237,1.051,5.306,5.1,0.8667,1.71,0.5151,0.1453,0.6787,1.442,1.044,5.596,two
4.407,0.9363,5.524,5.415,0.8765,1.857,0.575,0.2478,0.6372,1.46,1.003,-9999,two
4.319,0.8936,5.454,5.233,0.863,1.565,0.5823,0.2258,0.6677,1.379,1.1,5.15,two
4.569,1.077,5.801,5.286,0.8521,1.835,0.614,0.2661,0.7202,1.484,1.06,5.439,two
4.226,0.9583,5.233,4.813,0.8289,1.927,0.6274,0.282,0.7764,1.532,0.874,5.275,two
4.532,0.957,5.763,5.105,0.8801,2.112,0.5908,0.1428,0.6763,1.661,0.9851,5.21,two
4.342,0.8923,5.175,4.926,0.7715,1.962,0.7043,0.3357,0.6567,1.558,1.118,4.865,two
4.553,0.8875,5.76,4.878,0.896,2.078,0.7068,0.2637,0.4163,1.604,1.053,4.805,two
4.384,0.9094,5.239,4.824,0.8887,1.913,0.658,0.2844,0.6799,1.666,1.067,4.872,two
4.574,0.8826,5.175,5.457,0.8191,1.929,0.6042,0.2502,0.7178,1.65,1.017,5.27,two
4.551,0.9009,5.483,5.243,0.8093,1.873,0.6409,0.3003,0.7129,1.802,1.115,5.311,two
4.565,0.8997,5.781,5.236,0.8386,1.938,0.5933,0.2332,0.5151,1.733,1.213,5.073,two
4.319,0.9509,5.542,4.849,0.8179,1.809,0.7056,0.3369,0.686,1.694,1.152,5.51,two
4.438,0.8704,5.284,5.02,0.8838,2.012,0.7544,0.3259,0.5981,1.752,1.191,4.724,two
4.614,0.8008,5.436,5.11,0.7898,1.793,0.5969,-9999,0.7959,1.757,1.086,4.718,two
4.49,0.7629,5.624,4.922,0.7349,1.917,0.6738,0.2747,0.6384,1.801,1.202,5.353,two
4.496,0.8826,5.765,5.177,0.7068,1.844,0.5225,0.2783,0.6775,1.837,0.9863,5.348,two
4.377,0.658,5.63,5.027,0.6995,1.832,0.6262,0.3662,0.6702,1.98,1.135,0.7263,two
4.552,0.7703,5.78,4.768,0.8374,1.869,0.6445,0.3052,0.6091,1.774,1.166,0.675,two
4.207,0.8069,5.199,4.827,0.8191,1.943,0.686,0.1843,0.5383,1.898,1.129,0.8301,two
4.374,0.8496,5.742,4.76,0.6665,1.884,0.5444,0.2539,0.6335,1.82,1.119,0.8862,two
4.39,0.7263,5.369,5.016,0.708,1.771,0.5212,0.3296,0.6702,1.879,1.108,0.6421,two
4.574,0.8215,5.669,4.817,0.6848,1.592,0.592,0.3894,0.6189,1.869,0.9717,0.7788,two
4.353,0.8203,5.624,5.042,0.8215,1.843,0.6421,0.2039,-9999,1.858,1.105,0.9607,two
4.457,0.8521,5.74,5.247,0.7056,1.787,0.5884,0.2478,0.5945,1.884,0.9692,0.9094,two
4.159,0.8545,5.657,5.273,0.7312,1.826,0.6189,0.2734,0.6274,1.843,1.165,0.7166,two
4.219,0.8118,5.245,5.14,0.6348,1.709,0.5786,0.3516,0.6067,1.891,1.119,0.8594,two
4.421,0.8008,5.62,5.199,0.8289,1.686,0.6787,0.3113,0.6592,1.788,1.133,0.6409,two
4.304,0.7605,5.26,5.055,0.7373,1.707,0.6787,0.06592,0.6775,1.866,1.152,0.7056,two
4.425,0.7727,5.403,4.913,0.7495,1.583,0.6531,0.3064,0.6055,1.836,1.121,0.8655,two
4.435,0.7275,5.352,4.872,0.8752,1.716,0.6604,0.387,0.6689,1.86,1.119,0.675,two
4.432,0.6042,5.271,4.702,0.8105,1.835,0.542,0.2856,0.5493,1.862,1.099,0.824,two
4.481,0.7324,5.244,5.015,0.7104,1.719,0.7068,0.2917,0.6445,1.884,1.101,0.6238,two
4.283,0.7092,5.001,4.829,0.6995,1.693,0.6799,0.3418,-9999,1.743,1.056,0.8435,two
4.192,0.6592,5.371,4.924,0.7776,1.742,0.7312,0.2808,0.6799,1.887,1.116,5.43,two
4.517,0.8044,5.352,4.635,0.741,1.785,0.5652,0.3918,0.5054,1.91,1.14,5.662,two
4.51,0.8008,5.349,4.871,0.7043,1.808,0.5505,0.2637,0.6482,1.864,1.145,5.074,two
4.387,0.7825,5.181,5.135,0.8044,1.782,0.6104,0.2844,0.5383,1.895,1.112,5.428,two
4.531,0.7422,5.349,4.788,0.6824,1.736,0.6921,0.3162,0.752,1.876,1.006,5.12,two
4.17,0.7642,5.342,4.954,0.8594,1.555,0.6726,0.3345,0.5347,1.949,1.091,4.966,two
4.581,0.8203,5.414,4.873,0.8459,1.815,0.575,0.2869,0.5627,1.833,1.08,5.36,two
4.504,0.7727,5.314,4.894,0.7776,1.667,0.6311,0.2539,0.6567,1.877,1.147,5.344,two
4.508,0.7861,5.682,4.503,0.542,1.746,0.5969,0.1758,0.4919,1.907,1.082,5.42,two
4.51,0.8484,5.208,4.897,0.658,1.766,0.4321,0.3772,0.5127,1.96,1.162,5.154,two
3.744,1.167,5.511,4.969,0.4846,0.9998,0.5005,0.3381,0.4871,1.017,1.042,4.718,two
3.695,1.067,5.682,4.8,0.5957,1.116,0.6104,0.2771,0.4834,1.136,1.085,4.899,two
